artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
der,blumenladen,blumenlaeden,flowershop,setzt,,
der,karneval,karnevale,carnival,setzt,fest,
der,kindergarten,kindergaerten,kindergarten,setzt,,
der,garten,gaerten,garden,setzt,,
der,markt,maerkte,market,setzt,,
der,park,parks,park,setzt,,
der,see,seen,lake,setzt,natur,
der,supermarket,supermaerkete,supermarket,setzt,,
der,turm,tuerme,tower,setzt,,
der,weg,wege,road,setzt,,
der,workshop,workshops,workshop,setzt,,
der,kiosk,kioske,kiosk,setzt,,
der,laden,laeden,shop,setzt,,
der,bahnhof,banhoefe,train station,setzt,transport,
der,bahnsteig,bahnsteige,train platform,setzt,transport,
der,flughafen,flughaefen,airport,setzt,transport,
der,fluss,fluesse,river,setzt,natur,
das,buero,bueros,office,setzt,,
das,fest,feste,festival,setzt,fest,
das,fitness studio,fitness studios,fitness studio,setzt,,
das,geschaeft,geschaefte,market (starts with G),setzt,,
das,kaufhaus,kaufhaeuser,department store,setzt,,
das,heimatland,heimatlaender,hometown,setzt,land,
das,hotel,hotels,hotel,setzt,,
das,kino,kinos,cinema,setzt,,
das,theater,-,theatre,setzt,,
der,klub,*,club,setzt,,
das,museum,museen,museum,setzt,,
das,restaurant,restaurants,restaurant,setzt,,
das,sportgeschaeft,sportgeshaefte,sports equipment shop,setzt,,
das,stadtzentrum,statzentren,downtown,setzt,,
das,cafe,cafes,cafe,setzt,,
das,bistro,bistros,bistro (small restaurant),setzt,,
das,dorf,doerfer,village,setzt,,
die,disco,discos,disco,setzt,,
die,freienwohnung,freienwohnungen,vacation home,setzt,haus,
die,hauptstadt,hauptstaedte,capital,setzt,,
die,stadt,staedte,city,setzt,,
die,strasse,strassen,street,setzt,,
die,bibliothek,bibliotheken,library,setzt,,
