artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
der,junge,jungen,boy,personen,,
der,kunde,kunden,customer,personen,,client
der,lehrer,-,teacher,personen,,
der,tourist,touristen,tourist,personen,,
der,mann,maenner,man,personen,,
der,auslaender,auslaender,foreigner,personen,,
das,baby,babys,baby,personen,,
das,kind,kinder,child,personen,,
das,maedchen,-,young girl,personen,,
der,gast,gaeste,geust,personen,,
die,dame,damen,lady,personen,,
die,frau,frauen,miss,personen,,
die,freundin,freundinen,friend(f.),personen,,
die,kollegin,kolleginnen,colleauge(f.),personen,,
die,leute,/,people,personen,,
die,person,personen,person,personen,,
die,praktikanten,praktikantennen,practicer(f.),personen,,
die,jugendlichen,/,youth,personen,,
der,fremde,fremden,foreigner,personen,,
der,jugendliche,jugendlichen,young man,personen,,
der,ehemann,ehemanner,husband,personen,,
der,bekannte,bekannten,acquaintance,personen,,
die,ehefrau,ehefrauen,wife,personen,,
die,bekannte,bekannten,acquaintance(f.),personen,,
der,junge,jungen,boy,personen,,
der,kunde,kunden,customer,personen,,client
der,lehrer,-,teacher,personen,,
der,tourist,touristen,tourist,personen,,
der,mann,maenner,man,personen,,
der,auslaender,auslaender,foreigner,personen,,
das,baby,babys,baby,personen,,
das,kind,kinder,child,personen,,
das,maedchen,-,young girl,personen,,
der,gast,gaeste,geust,personen,,
die,dame,damen,lady,personen,,
die,frau,frauen,miss,personen,,
die,freundin,freundinen,friend(f.),personen,,
die,kollegin,kolleginnen,colleauge(f.),personen,,
die,leute,/,people,personen,,
die,person,personen,person,personen,,
die,praktikanten,praktikantennen,practicer(f.),personen,,
die,jugendlichen,/,youth,personen,,
der,fremde,fremden,foreigner,personen,,
der,jugendliche,jugendlichen,young man,personen,,
der,ehemann,ehemanner,husband,personen,,
der,bekannte,bekannten,acquaintance,personen,,
die,ehefrau,ehefrauen,wife,personen,,
die,bekannte,bekannten,acquaintance(f.),personen,,
der,junge,jungen,boy,personen,,
der,kunde,kunden,customer,personen,,client
der,lehrer,-,teacher,personen,,
der,tourist,touristen,tourist,personen,,
der,mann,maenner,man,personen,,
der,auslaender,auslaender,foreigner,personen,,
das,baby,babys,baby,personen,,
das,kind,kinder,child,personen,,
das,maedchen,-,young girl,personen,,
der,gast,gaeste,geust,personen,,
die,dame,damen,lady,personen,,
die,frau,frauen,miss,personen,,
die,freundin,freundinen,friend(f.),personen,,
die,kollegin,kolleginnen,colleauge(f.),personen,,
die,leute,/,people,personen,,
die,person,personen,person,personen,,
die,praktikanten,praktikantennen,practicer(f.),personen,,
die,jugendlichen,/,youth,personen,,
der,fremde,fremden,foreigner,personen,,
der,jugendliche,jugendlichen,young man,personen,,
der,ehemann,ehemanner,husband,personen,,
der,bekannte,bekannten,acquaintance,personen,,
die,ehefrau,ehefrauen,wife,personen,,
die,bekannte,bekannten,acquaintance(f.),personen,,
der,junge,jungen,boy,personen,,
der,kunde,kunden,customer,personen,,client
der,lehrer,-,teacher,personen,,
der,tourist,touristen,tourist,personen,,
der,mann,maenner,man,personen,,
der,auslaender,auslaender,foreigner,personen,,
das,baby,babys,baby,personen,,
das,kind,kinder,child,personen,,
das,maedchen,-,young girl,personen,,
der,gast,gaeste,geust,personen,,
die,dame,damen,lady,personen,,
die,frau,frauen,miss,personen,,
die,freundin,freundinen,friend(f.),personen,,
die,kollegin,kolleginnen,colleauge(f.),personen,,
die,leute,/,people,personen,,
die,person,personen,person,personen,,
die,praktikanten,praktikantennen,practicer(f.),personen,,
die,jugendlichen,/,youth,personen,,
der,fremde,fremden,foreigner,personen,,
der,jugendliche,jugendlichen,young man,personen,,
der,ehemann,ehemanner,husband,personen,,
der,bekannte,bekannten,acquaintance,personen,,
die,ehefrau,ehefrauen,wife,personen,,
die,bekannte,bekannten,acquaintance(f.),personen,,
