artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
der,flur,flure,corridor,haus,,
der,korb,koerbe,basket,haus,,
der,schrank,schraenke,closet,haus,,
der,stock,stockwerke,floor,haus,,
der,raum,raeume,room,haus,schule,
der,muelleimer,-,garbage can,haus,,
das,bad,baeder,bath,haus,,
das,bett,betten,bed,haus,,
das,doppelzimmer,-,room for two,haus,,
das,arbeitzimmer,-,work room,haus,,
das,einzelzimmer,-,room for one,haus,,
das,elektrogeraet,elektrogeraete,electric device,haus,,
das,fenster,-,window,haus,,
das,fernsehen,/,watching TV,haus,,
das,haus,haeuser,house,haus,,
das,moebel,-,furnitute,haus,,
das,wohnzimmer,-,living room,haus,,
das,schlafzimmer,-,sleeping room,haus,,
das,schwimmbad,schwimmbaeder,swimming pool,haus,,
das,sofa,sofas,sofa,haus,,
das,waschbecken,-,sink,haus,,
das,geschirr,-,dishes,haus,,
das,zuhause,/,(the) home,haus,,
die,tuer,tueren,door,haus,,
die,badewanne,badewannen,bathtub,haus,,
die,lampe,lampen,lamp,haus,,
die,toilette,toiletten,toilette,haus,,
die,halle,hallen,hall,haus,,
die,terrasse,terrassen,terrace,haus,,
der,fernseher,-,television,haus,,
die,heizung,heizungen,heater,haus,,
der,flur,flure,corridor,haus,,
der,korb,koerbe,basket,haus,,
der,schrank,schraenke,closet,haus,,
der,stock,stockwerke,floor,haus,,
der,raum,raeume,room,haus,schule,
der,muelleimer,-,garbage can,haus,,
das,bad,baeder,bath,haus,,
das,bett,betten,bed,haus,,
das,doppelzimmer,-,room for two,haus,,
das,arbeitzimmer,-,work room,haus,,
das,einzelzimmer,-,room for one,haus,,
das,elektrogeraet,elektrogeraete,electric device,haus,,
das,fenster,-,window,haus,,
das,fernsehen,/,watching TV,haus,,
das,haus,haeuser,house,haus,,
das,moebel,-,furnitute,haus,,
das,wohnzimmer,-,living room,haus,,
das,schlafzimmer,-,sleeping room,haus,,
das,schwimmbad,schwimmbaeder,swimming pool,haus,,
das,sofa,sofas,sofa,haus,,
das,waschbecken,-,sink,haus,,
das,geschirr,-,dishes,haus,,
das,zuhause,/,(the) home,haus,,
die,tuer,tueren,door,haus,,
die,badewanne,badewannen,bathtub,haus,,
die,lampe,lampen,lamp,haus,,
die,toilette,toiletten,toilette,haus,,
die,halle,hallen,hall,haus,,
die,terrasse,terrassen,terrace,haus,,
der,fernseher,-,television,haus,,
die,heizung,heizungen,heater,haus,,
der,flur,flure,corridor,haus,,
der,korb,koerbe,basket,haus,,
der,schrank,schraenke,closet,haus,,
der,stock,stockwerke,floor,haus,,
der,raum,raeume,room,haus,schule,
der,muelleimer,-,garbage can,haus,,
das,bad,baeder,bath,haus,,
das,bett,betten,bed,haus,,
das,doppelzimmer,-,room for two,haus,,
das,arbeitzimmer,-,work room,haus,,
das,einzelzimmer,-,room for one,haus,,
das,elektrogeraet,elektrogeraete,electric device,haus,,
das,fenster,-,window,haus,,
das,fernsehen,/,watching TV,haus,,
das,haus,haeuser,house,haus,,
das,moebel,-,furnitute,haus,,
das,wohnzimmer,-,living room,haus,,
das,schlafzimmer,-,sleeping room,haus,,
das,schwimmbad,schwimmbaeder,swimming pool,haus,,
das,sofa,sofas,sofa,haus,,
das,waschbecken,-,sink,haus,,
das,geschirr,-,dishes,haus,,
das,zuhause,/,(the) home,haus,,
die,tuer,tueren,door,haus,,
die,badewanne,badewannen,bathtub,haus,,
die,lampe,lampen,lamp,haus,,
die,toilette,toiletten,toilette,haus,,
die,halle,hallen,hall,haus,,
die,terrasse,terrassen,terrace,haus,,
der,fernseher,-,television,haus,,
die,heizung,heizungen,heater,haus,,
der,flur,flure,corridor,haus,,
der,korb,koerbe,basket,haus,,
der,schrank,schraenke,closet,haus,,
der,stock,stockwerke,floor,haus,,
der,raum,raeume,room,haus,schule,
der,muelleimer,-,garbage can,haus,,
das,bad,baeder,bath,haus,,
das,bett,betten,bed,haus,,
das,doppelzimmer,-,room for two,haus,,
das,arbeitzimmer,-,work room,haus,,
das,einzelzimmer,-,room for one,haus,,
das,elektrogeraet,elektrogeraete,electric device,haus,,
das,fenster,-,window,haus,,
das,fernsehen,/,watching TV,haus,,
das,haus,haeuser,house,haus,,
das,moebel,-,furnitute,haus,,
das,wohnzimmer,-,living room,haus,,
das,schlafzimmer,-,sleeping room,haus,,
das,schwimmbad,schwimmbaeder,swimming pool,haus,,
das,sofa,sofas,sofa,haus,,
das,waschbecken,-,sink,haus,,
das,geschirr,-,dishes,haus,,
das,zuhause,/,(the) home,haus,,
die,tuer,tueren,door,haus,,
die,badewanne,badewannen,bathtub,haus,,
die,lampe,lampen,lamp,haus,,
die,toilette,toiletten,toilette,haus,,
die,halle,hallen,hall,haus,,
die,terrasse,terrassen,terrace,haus,,
der,fernseher,-,television,haus,,
die,heizung,heizungen,heater,haus,,
